id,time,latitude,longitude,depth,mag,spatial_cluster
ak001b2uza4c,29-08-2001 17:57,57.7283,-155.3256,94,5,0
ak001c6d9uz1,22-09-2001 06:48,55.4294,-154.1441,10,5.099999905,0
ak001c6d9uz2,22-09-2001 06:48,-4.693669,24.336654,50.71827316,5.284865379,1
ak001c6d9uz3,22-09-2001 06:48,-11.807903,-1.5907,39.96046448,5.153078556,1
ak001gswxc7,10-01-2001 16:02,56.7744,-153.281,36.40000153,6.900000095,3
ak001gswxc8,10-01-2001 16:02,-4.3538,25.575284,51.23220825,5.29116106,1
ak001gswxc9,10-01-2001 16:02,-11.468034,-0.35207,40.47439575,5.159374237,1
ak001gsyvqv,10-01-2001 16:11,56.7904,-153.3944,1.299999952,5,3
ak001gvcrex,10-01-2001 20:12,56.7024,-153.3684,31.79999924,5.300000191,3
ak0021ph45yx,06-02-2002 17:18,61.1741,-149.7255,36.70000076,5,0
ak0021ph4ceq,06-02-2002 17:19,61.2017,-149.7001,37.5,5.099999905,0
ak0028jvqcwp,05-07-2002 16:41,63.5204,-147.4295,0,5.099999905,4
ak002a0us9y6,06-08-2002 19:53,61.4161,-150.355,55.90000153,5,0
ak002a0us9y7,06-08-2002 19:53,-5.158883,22.641214,50.01480103,5.276247501,1
ak002a0us9y8,06-08-2002 19:53,-12.273117,-3.28614,39.25698853,5.144460678,1
ak002be7alih,05-09-2002 03:38,58.1809,-151.4703,45.79999924,5.199999809,0
ak002bmkkpr0,10-09-2002 09:42,59.9972,-152.8816,117.1999969,5.199999809,0
ak002bmkkpr1,10-09-2002 09:42,-5.198335,22.497431,49.95514297,5.27551651,1
ak002bmkkpr2,10-09-2002 09:42,-12.312569,-3.429923,39.19733047,5.143730164,1
ak002dlpsbnr,23-10-2002 11:27,63.5144,-147.9116,4.199999809,6.599999905,4
ak002e435qpj,03-11-2002 22:12,63.5141,-147.4529,4.199999809,7.900000095,4
ak002e4371ah,03-11-2002 22:18,63.4853,-147.8125,0,5,4
ak002e439m6d,03-11-2002 22:30,63.0484,-144.6133,0.400000006,5.400000095,5
ak002e439ukg,03-11-2002 22:31,63.2926,-145.7122,20.39999962,5.599999905,5
ak002e439z6u,03-11-2002 22:32,63.3001,-145.6795,0.899999976,5.599999905,5
ak002e43a86n,03-11-2002 22:33,63.255,-145.5198,1,5.400000095,5
ak002e43dw6l,03-11-2002 22:50,63.4167,-145.0408,5.199999809,5.199999809,5
ak002e43qz6o,03-11-2002 23:11,62.9312,-143.706,5,5.099999905,0
ak002e5dtp9l,04-11-2002 00:50,63.3168,-145.0977,1.299999952,5.400000095,5
ak002e5ecle5,04-11-2002 01:38,63.1749,-144.8037,1,5.199999809,5
ak002e5ecle6,04-11-2002 01:38,-5.313406,22.078064,49.78113937,5.273385048,1
ak002e5ecle7,04-11-2002 01:38,-12.42764,-3.84929,39.02332687,5.141598225,1
ak002e5erhff,04-11-2002 02:08,63.5232,-147.3934,4.900000095,5.099999905,4
ak002e5g3k50,04-11-2002 04:32,62.9884,-144.062,-0.200000003,5,0
ak002e5g3k51,04-11-2002 04:32,-5.311762,22.084055,49.78362274,5.273415565,1
ak002e5g3k52,04-11-2002 04:32,-12.425996,-3.843299,39.02581406,5.141628742,1
ak002e7bbezc,05-11-2002 17:22,63.2642,-145.2101,10.80000019,5,5
ak002ec22wq1,08-11-2002 04:04,62.2332,-141.8228,1.100000024,5,0
ak002ec22wq2,08-11-2002 04:04,-5.308474,22.096037,49.78859711,5.273476601,1
ak002ec22wq3,08-11-2002 04:04,-12.422708,-3.831317,39.03078461,5.141689777,1
ak002eca01qz,08-11-2002 17:34,63.4719,-148.2457,6.400000095,5.099999905,4
ak002ecbr1i6,08-11-2002 20:28,62.5589,-142.9442,1,5,0
ak002ecbr1i7,08-11-2002 20:28,-5.307241,22.10053,49.79045868,5.273499012,1
ak002ecbr1i8,08-11-2002 20:28,-12.421475,-3.826824,39.03264999,5.141712666,1
ak002ecbr65i,08-11-2002 20:29,62.8584,-143.455,13.39999962,5.099999905,0
ak002em5getv,14-11-2002 14:37,63.4227,-146.1373,4.800000191,5.099999905,5
ak002fe5b26b,01-12-2002 07:17,63.2969,-145.3886,5.599999905,5.199999809,5
ak00313rl89u,24-01-2003 04:52,63.2663,-145.1352,0.699999988,5.099999905,5
ak0032o6b78q,27-02-2003 15:35,58.3561,-156.6532,199,5.300000191,0
ak0033i0dn3h,17-03-2003 19:37,50.3302,177.5792,1.200000048,5.099999905,0
ak0033i24n5o,17-03-2003 22:31,49.5336,177.2368,10,5.400000095,0
ak0038vkfa42,12-07-2003 23:01,55.8404,-134.8827,10,5.900000095,0
ak0038vkfa43,12-07-2003 23:01,-5.630261,20.923307,49.30200577,5.267515659,1
ak0038vkfa44,12-07-2003 23:01,-12.744495,-5.004047,38.54419327,5.135728836,1
ak0039vmzlo2,03-08-2003 04:10,56.1163,-153.3296,17.39999962,5.599999905,3
ak0039vmzlo3,03-08-2003 04:10,-5.698481,20.674683,49.19884491,5.266251564,1
ak003apq3l1r,21-08-2003 23:31,68.6779,-148.0395,20.70000076,5.400000095,0
ak003er1rb0d,17-11-2003 10:49,51.5275,177.9668,40.5,5,6
ak003qgpno2,16-01-2003 00:19,56.8338,-152.897,10,5.199999809,3
ak003qgpno3,16-01-2003 00:19,-5.389024,21.80248,49.66679382,5.2719841,1
ak003qgpno4,16-01-2003 00:19,-12.503258,-4.124874,38.90898132,5.140197754,1
ak00418t63mi,27-01-2004 09:50,56.6179,-156.4908,44.29999924,5.400000095,0
ak0041w552xi,10-02-2004 20:33,59.3725,-152.0276,65.59999847,5.5,0
ak0042znftjv,05-03-2004 09:25,60.5023,-151.64,61.70000076,5,0
ak0046xwpvg6,30-05-2004 11:03,61.056,-152.2015,124.9000015,5.300000191,0
ak0046xwpvg7,30-05-2004 11:03,-6.114379,19.158971,48.56994247,5.258547306,1
ak0047ygndne,21-06-2004 21:29,61.6458,-151.2251,79.69999695,5,0
ak00489udzds,28-06-2004 09:49,55.0721,-134.5324,19.89999962,6.800000191,0
ak004axn87vu,25-08-2004 02:22,61.588,-146.4163,39.70000076,5.099999905,0
ak004edqwr2c,08-11-2004 06:21,63.0544,-151.4266,10.30000019,5,0
ak004g9tks20,19-12-2004 22:39,55.1608,-157.8638,10,5.199999809,0
ak004g9tks21,19-12-2004 22:39,-6.554112,17.556391,47.90499878,5.250401974,1
ak004gd1kfq5,21-12-2004 17:21,60.4694,-147.5324,11,5.099999905,0
ak004gd1kfq6,21-12-2004 17:21,-6.550414,17.56987,47.91059113,5.250470161,1
ak004x7kw4c,20-01-2004 08:11,58.2201,-151.2228,45.79999924,5.5,0
ak0051xt2q80,11-02-2005 21:00,60.104,-139.3425,15,5.400000095,0
ak0051xt2q81,11-02-2005 21:00,-6.743979,16.864436,47.61789322,5.246884823,1
ak0051xt8yt7,11-02-2005 21:29,60.11,-139.3483,11.69999981,5,0
ak0051xt8yt8,11-02-2005 21:29,-6.743568,16.865933,47.61851501,5.246891975,1
ak0054jz8chp,09-04-2005 15:16,55.9841,-154.2628,10,5.800000191,0
ak0056dwdb4c,19-05-2005 01:12,60.0168,-152.693,95.5,5.400000095,0
ak0061no7lw10,05-02-2006 08:17,-7.383031,14.535452,46.65154648,5.235046387,1
ak0061no7lw9,05-02-2006 08:17,66.2968,-142.6856,9.199999809,5.400000095,0
ak0061nsyokg,05-02-2006 16:15,59.3935,-151.747,47.79999924,5,0
ak0061nt4pqp,05-02-2006 16:43,66.3154,-142.5547,1.799999952,5.099999905,0
ak0067kybqe4,14-06-2006 04:45,52.0032,177.0047,4.800000191,5.400000095,6
ak0067kybqe5,14-06-2006 04:45,-7.622213,13.663768,46.2898674,5.230615616,1
ak0067kyt0nj,14-06-2006 05:26,52.058,177.1117,7,5.300000191,6
ak0068owths0,08-07-2006 20:57,51.1658,-179.1292,5,5.300000191,7
ak0068owths1,08-07-2006 20:57,-7.719612,13.308804,46.14258575,5.228811741,1
ak0068qbsalv,09-07-2006 06:17,51.0047,-179.0353,5.900000095,5,7
ak00696yaoi4,19-07-2006 11:44,57.1428,-154.9708,38.5,5.199999809,0
ak00696yaoi5,19-07-2006 11:44,-7.668242,13.496021,46.22026443,5.229763031,1
ak006bvt3qj,07-01-2006 18:55,56.0781,-157.0841,47,5.099999905,0
ak006dbuer7r,17-10-2006 14:37,63.1,-150.5432,115.8000031,5.300000191,0
ak0078jiux5,05-01-2007 16:52,55.4948,-155.7421,4.900000095,5.800000191,0
ak0078jiux6,05-01-2007 16:52,-8.127291,11.823047,45.5261116,5.221259594,1
ak007baut4ye,03-09-2007 01:01,56.9284,-154.8006,10,5,0
ak007btw3dz,07-01-2007 15:33,54.5998,-156.6915,24,5,0
ak007by31ab8,17-09-2007 05:55,52.9846,169.0675,2.5,5.400000095,0
ak007by31ab9,17-09-2007 05:55,-8.675519,9.825064,44.69710541,5.211103916,1
ak007cn51erd,02-10-2007 20:57,54.1696,-161.3657,42.20000076,5.099999905,8
ak007coop60s,03-10-2007 14:06,58.2824,-151.2868,45.5,5.199999809,0
ak007d58q0m0,13-10-2007 15:15,61.831,-151.7471,96.09999847,5.199999809,0
ak007d58q0m1,13-10-2007 15:15,-8.775384,9.461113,44.5460968,5.209254265,1
ak007f9ggez4,28-11-2007 23:57,61.9108,-151.1273,69.59999847,5,0
ak007f9ggez5,28-11-2007 23:57,-8.814426,9.318828,44.48706055,5.208530903,1
ak0083ejcrvl,14-03-2008 09:38,61.0731,-152.64,143.6999969,5.099999905,0
ak008409hrdk,27-03-2008 23:07,59.0095,-152.1691,68.5,5.300000191,0
ak0084s7vl1l,13-04-2008 13:41,67.9109,-167.3108,10,5.199999809,0
ak008645x5fu,12-05-2008 12:50,56.4675,-153.0667,20.10000038,5.199999809,3
ak0086prvtd2,25-05-2008 19:18,55.9055,-153.5083,20,6,0
ak0086prvtd3,25-05-2008 19:18,-9.235666,7.783646,43.85007858,5.200727463,1
ak008cyj84rd,08-10-2008 09:53,60.718,-143.7219,8.300000191,5.199999809,0
ak008efons73,09-11-2008 23:36,59.9967,-153.0191,127.0999985,5,0
ak008efons74,09-11-2008 23:36,-9.667592,6.209523,43.19694138,5.192726612,1
ak00913zo63t,24-01-2009 18:09,59.4302,-152.8875,97.90000153,5.900000095,0
ak0093jifpo,02-01-2009 14:17,58.3943,-151.9586,64.09999847,5.300000191,0
ak009438vagn,30-03-2009 03:42,56.2872,-152.4774,20.39999962,5.199999809,3
ak00943b2pqt,30-03-2009 07:13,56.2165,-152.3473,13,5.900000095,3
ak00943h6fhk,30-03-2009 17:38,56.3028,-152.6549,22.89999962,5,3
ak00967kets1,15-05-2009 18:24,56.2635,-151.9842,10,5.199999809,3
ak00967kets2,15-05-2009 18:24,-10.072393,4.73425,42.58481979,5.185227871,1
ak00967l01p6,15-05-2009 19:23,56.2939,-151.9714,10,5.199999809,3
ak00967l01p7,15-05-2009 19:23,-10.071982,4.735748,42.58544159,5.1852355,1
ak009697xs3z,16-05-2009 18:22,56.2256,-151.972,10,5.900000095,3
ak00969810ns,16-05-2009 18:37,56.2529,-152.2202,21.20000076,5.300000191,3
ak00979or0uk,07-06-2009 23:24,58.7695,-136.6582,4.699999809,5,0
ak0097yfgadg,22-06-2009 19:28,61.9391,-150.704,64.59999847,5.400000095,0
ak0099gpk89q,25-07-2009 01:43,59.2961,-143.6646,10.19999981,5.599999905,0
ak009ambz3p6,19-08-2009 18:19,61.2279,-150.8579,66.40000153,5.099999905,0
ak009ambz3p7,19-08-2009 18:19,-10.250752,4.084232,42.31511307,5.181923866,1
ak009cbdnmfu,25-09-2009 09:45,67.0308,-169.8944,11.5,5.099999905,0
ak009g675kd7,18-12-2009 03:33,59.0436,-153.4015,80.69999695,5.099999905,0
ak009g675kd8,18-12-2009 03:33,-10.542127,3.022335,41.87451172,5.17652607,1
ak009gl2v8yv,27-12-2009 03:12,56.3334,-152.6155,3.799999952,5.300000191,3
ak01015mkx4p,25-01-2010 17:04,58.6042,-153.4744,89.69999695,5,0
ci10233309,26-02-2007 12:21,40.642,-124.87,4.956999779,5.400000095,9
ci10233310,26-02-2007 12:21,-8.142496,11.767631,45.50312042,5.220977783,1
ci12245763,24-05-2006 04:20,32.306667,-115.227833,6.006000042,5.369999886,10
ci12245764,24-05-2006 04:20,-7.534267,13.984284,46.42285538,5.232244968,1
ci12456384,22-02-2002 19:32,32.318833,-115.3215,7.006999969,5.699999809,10
ci12456385,22-02-2002 19:32,-4.90244,23.575802,50.40258026,5.280997753,1
ci12456386,22-02-2002 19:32,-12.016674,-2.351551,39.64477158,5.149211407,1
ci14095628,29-09-2004 22:54,35.389833,-118.6235,2.788000107,5.03000021,0
ci14095629,29-09-2004 22:54,-6.273423,18.579346,48.32944489,5.255601406,1
ci14151344,12-06-2005 15:41,33.5325,-116.566667,13.05099964,5.199999809,0
ci14151345,12-06-2005 15:41,-6.989326,15.970286,47.24689102,5.242339611,1
ci14179736,02-09-2005 01:27,33.153333,-115.646333,1.207000017,5.079999924,0
ci14179737,02-09-2005 01:27,-7.158233,15.354715,46.99147797,5.239210606,1
ci14346868,09-02-2008 07:12,32.3595,-115.277333,6.000999928,5.099999905,10
ci14346869,09-02-2008 07:12,-9.069225,8.39023,44.10176468,5.203810692,1
ci14348196,11-02-2008 18:29,32.327167,-115.256833,6.000999928,5.099999905,10
ci14348197,11-02-2008 18:29,-9.065115,8.405208,44.10797882,5.203886986,1
ci14351140,19-02-2008 22:41,32.4325,-115.313,6.006000042,5.010000229,10
ci14351141,19-02-2008 22:41,-9.047444,8.46961,44.13470078,5.204214573,1
ci14383980,29-07-2008 18:42,33.9485,-117.766333,15.50300026,5.440000057,0
ci14383981,29-07-2008 18:42,-9.377449,7.266926,43.63568115,5.198101044,1
ci14408052,06-12-2008 04:18,34.813333,-116.418833,6.369999886,5.059999943,0
ci14408053,06-12-2008 04:18,-9.750196,5.908477,43.07203293,5.191196442,1
ci14512436,19-09-2009 22:55,32.370667,-115.261167,9.987000465,5.079999924,10
ci14512437,19-09-2009 22:55,-10.31774,3.8401,42.2138176,5.180683136,1
ci14517500,01-10-2009 10:01,36.387833,-117.858667,3.984999895,5,0
ci14517501,01-10-2009 10:01,-10.454181,3.342851,42.00749969,5.178155422,1
ci14519780,03-10-2009 01:16,36.391,-117.860833,-1.769999981,5.190000057,0
ci14519781,03-10-2009 01:16,-10.441852,3.387783,42.02614212,5.178383827,1
ci14565620,30-12-2009 18:48,32.464,-115.189167,5.971000195,5.800000191,10
ci14565621,30-12-2009 18:48,-10.517469,3.112199,41.91179657,5.17698288,1
ci9674049,17-07-2001 12:07,36.016333,-117.874333,1.863999963,5.170000076,0
ci9674050,17-07-2001 12:07,-4.611887,24.634704,50.84194183,5.286380291,1
ci9674051,17-07-2001 12:07,-11.726121,-1.29265,40.08412933,5.154593468,1
ci9732601,08-12-2001 23:36,31.997667,-115.001667,6.980999947,5.699999809,10
ci9732602,08-12-2001 23:36,-4.835041,23.821432,50.50449753,5.28224659,1
ci9732603,08-12-2001 23:36,-11.949275,-2.105922,39.74668503,5.150459766,1
gcmtc071203e,12-07-2003 23:01,54.65,-134.47,20,5.900000095,0
gcmtc200606051802a,05-06-2006 18:02,0.75,-85.25,10,5.099999905,11
gcmtc200606111836a,11-06-2006 18:36,-57.25,-141.25,10,5,12
gcmtc200606120043a,12-06-2006 00:43,-53.25,-117.75,10,5.099999905,97
gcmtc200607270712a,27-07-2006 07:12,-41.5,-90.5,10,5.099999905,367
gcmtc200608111807a,11-08-2006 18:07,-19.5,-175.5,10,5.099999905,13
gcmtc200609080047a,08-09-2006 00:47,-36.25,-104.25,10,5.199999809,0
gcmtc200609150637a,15-09-2006 06:37,-50.25,-115.75,10,5.199999809,16
gcmtc200610040740a,04-10-2006 07:40,-35.25,-108.25,10,5,14
gcmtc200611091424a,09-11-2006 14:24,-35,-15,10,5,0
gcmtc200612010131a,01-12-2006 01:31,-29.75,-112.25,10,5.099999905,15
gcmtc200612242137a,24-12-2006 21:37,-28.75,-112.75,10,5,0
gcmtc200612301739a,30-12-2006 17:39,-49.75,-115.75,10,5.199999809,16
gcmtc200701060539a,06-01-2007 05:39,-60,150,10,5,0
gcmtc200701290412a,29-01-2007 04:12,-41.75,-91.75,10,5.099999905,0
gcmtc200702061432a,06-02-2007 14:32,-56.25,-123.75,10,5,0
gcmtc200703140610a,14-03-2007 06:10,-3.5,149.5,10,5.199999809,17
gcmtc200704072346a,07-04-2007 23:46,-41.75,-89.75,10,5.099999905,331
gcmtc200704151705a,15-04-2007 17:05,-36.75,-97.75,10,5.099999905,18
gcmtc200705121016a,12-05-2007 10:16,-49.75,-116.75,10,5.199999809,16
gcmtc200705270259a,27-05-2007 02:59,-35.75,-17.25,10,5,0
gcmtc200706130308a,13-06-2007 03:08,-61.5,154.5,10,5,19
gcmtc200708091859a,09-08-2007 18:59,-50.25,-115.75,10,5.099999905,16
gcmtc200710050352a,05-10-2007 03:52,-15.25,-175.25,10,5.099999905,13
gcmtc200711052058a,05-11-2007 20:58,-63.5,171.5,10,5.199999809,0
gcmtc200801180536a,18-01-2008 05:36,-41.25,-90.25,10,5.099999905,367
gcmtc200801192057a,19-01-2008 20:57,-35.25,-111.75,10,5,20
gcmtc200801231300a,23-01-2008 13:00,-60.25,-151.25,10,5,0
gcmtc200802030201a,03-02-2008 02:00,-51.75,160.75,10,5.199999809,328
gcmtc200802040446a,04-02-2008 04:46,-53.25,-117.75,10,5,97
gcmtc200802112320a,11-02-2008 23:20,-15.5,-174.5,10,5,13
gcmtc200803191016a,19-03-2008 10:16,-47,-13,10,5,0
gcmtc200803241823a,24-03-2008 18:23,-49.75,-115.75,10,5.300000191,16
gcmtc200804162028a,16-04-2008 20:28,-17.25,-12.75,10,5,173
gcmtc200807230359a,23-07-2008 03:59,-55.75,-125.25,10,5,21
gcmtc200807231255a,23-07-2008 12:55,-14.75,-176.75,10,5,13
gcmtc200808101153a,10-08-2008 11:53,-60.5,153.5,10,5.099999905,19
gcmtc200808151618a,15-08-2008 16:18,-41.75,84.75,10,5,22
gcmtc200809221237a,22-09-2008 12:36,-55.25,-136.25,10,5,0
gcmtc200810272323a,27-10-2008 23:23,-17.15,177.89,66.30000305,5.300000191,191
gcmtc200810281959a,28-10-2008 19:59,-35.75,-104.75,10,5,23
gcmtc200811182001a,18-11-2008 20:01,-37.75,-94.75,10,5,0
gcmtc200901190859a,19-01-2009 08:59,-39.25,-15.25,10,5,308
gcmtc200902061937a,06-02-2009 19:37,-57.25,-143.25,10,5.199999809,389
gcmtc200902122021a,12-02-2009 20:21,-55,-129,10,5.099999905,24
gcmtc200905230903a,23-05-2009 09:03,-62.5,165.5,10,5,25
gcmtc200905270002a,27-05-2009 00:02,-54.25,-133.75,10,5.199999809,26
gcmtc200906191754a,19-06-2009 17:54,-53.75,6.75,10,5.099999905,27
gcmtc200906261649a,26-06-2009 16:49,-36.25,-102.25,10,5,0
gcmtc200907190716a,19-07-2009 07:16,-15,-173,10,5.199999809,13
gcmtc200908131214a,13-08-2009 12:14,-57.25,-141.75,10,5.199999809,12
gcmtc200908260357a,26-08-2009 03:57,-9.25,-108.75,10,5.099999905,296
gcmtc200909011802a,01-09-2009 18:02,-62.5,154.5,10,5.199999809,19
gcmtc200910090414a,09-10-2009 04:15,-58.25,-14.75,10,5,0
gcmtc200910122009a,12-10-2009 20:10,15.75,-105.25,10,5.099999905,0
gcmtc200910221143a,22-10-2009 11:43,-49.75,-116.25,10,5.400000095,16
gcmtc200910271201a,27-10-2009 12:01,-14.5,-176.5,10,5,13
gcmtc200910271459a,27-10-2009 14:59,-41.75,-87.75,10,5.199999809,0
gcmtc200911050600a,05-11-2009 06:00,-17.75,-176.25,10,5,13
gcmtc200911050611a,05-11-2009 06:11,-17.75,-176.25,10,5,13
gcmtc200911132040a,13-11-2009 20:40,-38.5,-15.5,10,5.099999905,308
gcmtc200911241745a,24-11-2009 17:45,-45.5,-80.5,10,5.099999905,0
gcmtc200912051406a,05-12-2009 14:06,-36.75,-99.75,10,5.099999905,0
gcmtc201001070311a,07-01-2010 03:11,-56.75,-143.75,10,5.300000191,120
gcmtc201003172027a,17-03-2010 20:27,-42.5,-83.5,10,5,28
hv1284200,02-04-2000 06:18,19.3455,-155.205333,7.790999889,5,29
hv1284201,02-04-2000 06:18,-3.867627,27.347108,51.96737671,5.300167084,1
hv1284202,02-04-2000 06:18,-10.981861,1.419755,41.20956421,5.168380737,1
hv4595439,15-10-2006 17:07,-7.867971,12.76812,45.91824341,5.226063251,1
hv5063783,15-10-2006 17:14,-7.86756,12.769618,45.9188652,5.226070881,1
hv5309745,27-08-2003 06:24,19.324,-155.204167,9.090000153,5,29
hv5309746,27-08-2003 06:24,-5.658617,20.819963,49.25912476,5.266990185,1
hv5432007,13-05-2005 10:06,18.867333,-155.200167,43.41999817,5.099999905,29
hv5432008,13-05-2005 10:06,-6.941653,16.144023,47.31897736,5.243222713,1
hv5439834,15-07-2005 15:48,20.435833,-155.134833,15.12199974,5.300000191,0
hv5439835,15-07-2005 15:48,-7.039463,15.787561,47.17107391,5.241410732,1
hv5440164,17-07-2005 19:15,18.772167,-155.4455,32.17399979,5.400000095,29
hv5440165,17-07-2005 19:15,-7.036998,15.796548,47.17480469,5.241456509,1
hv5532127,15-10-2006 17:07,19.877,-155.934667,38.18199921,6.699999809,0
hv5539979,23-11-2006 19:20,19.887167,-155.976,36.45600128,5,0
hv5539980,23-11-2006 19:20,-7.918109,12.585396,45.8424263,5.225134373,1
hv5585859,14-08-2007 05:38,19.344667,-155.0685,9.18200016,5.400000095,29
hv5585860,14-08-2007 05:38,-8.597025,10.111132,44.81580353,5.21255827,1
hv6000471,15-10-2006 17:14,20.128167,-155.9835,16.23500061,6,0
iscgem17576175,24-12-2009 00:23,42.126,135.008,395,5.670000076,0
iscgem17576176,24-12-2009 00:23,-10.529387,3.068765,41.89377594,5.176762104,1
iscgem3265188,21-12-2000 13:05,-3.221,150.758,25,5.5,30
iscgem3265189,21-12-2000 13:05,-4.279415,25.846374,51.34468842,5.29253912,1
iscgem3265190,21-12-2000 13:05,-11.393649,-0.08098,40.58687973,5.160752296,1
iscgem600697919,27-02-2010 10:30,-37.878,-73.545,20,5.989999771,31
iscgem600697920,27-02-2010 10:30,-10.686787,2.495131,41.65576172,5.173846722,1
iscgem7398408,05-09-2004 14:57,33.202,137.101,15,6.510000229,32
iscgem7398409,05-09-2004 14:57,-6.312875,18.435563,48.26978683,5.254870415,1
iscgem7453859,26-12-2004 07:51,7.808,93.428,25,5.949999809,33
iscgem7453860,26-12-2004 07:51,-6.510139,17.716649,47.97149277,5.251216412,1
ld2002042000,20-04-2002 10:50,44.512333,-73.697333,4.829999924,5.300000191,0
ld2002042001,20-04-2002 10:50,-4.985044,23.274757,50.27767181,5.279467583,1
ld2002042002,20-04-2002 10:50,-12.099278,-2.652597,39.51985931,5.147681236,1
nc12291662,18-09-2004 23:43,-6.289039,18.522432,48.30583191,5.255311966,1
nc21086915,16-03-2000 15:19,40.388667,-125.2385,4.802999973,5.699999809,9
nc21086916,16-03-2000 15:19,-3.816256,27.534326,52.04505539,5.301118851,1
nc21086917,16-03-2000 15:19,-10.93049,1.606972,41.2872467,5.169332027,1
nc21143281,13-01-2001 13:08,40.755667,-125.2445,2.243000031,5.400000095,9
nc21143282,13-01-2001 13:08,-4.348868,25.593256,51.23966599,5.291252613,1
nc21143283,13-01-2001 13:08,-11.463102,-0.334097,40.48185349,5.15946579,1
nc21188442,10-08-2001 20:19,39.811167,-120.616667,5.011000156,5.199999809,0
nc21188443,10-08-2001 20:19,-4.671888,24.416034,50.75121307,5.285268784,1
nc21188444,10-08-2001 20:19,-11.786122,-1.51132,39.99340057,5.15348196,1
nc21231051,17-06-2002 16:55,40.809833,-124.552,17.19499969,5.199999809,9
nc21231052,17-06-2002 16:55,-5.070936,22.96173,50.147789,5.277876854,1
nc21231053,17-06-2002 16:55,-12.18517,-2.965624,39.3899765,5.146090031,1
nc21299771,15-08-2003 09:22,40.978667,-125.357333,8.142000198,5,9
